league_id,competition_name,gender,first_season,last_season,tier
24,Campeonato Brasileiro Série A,M,2014,2025,1st
206,Brasileirão Feminino Série A1,F,2019,2025,1st
38,Campeonato Brasileiro Série B,M,2014,2025,2nd
